,y_test,prediction
579,1547.3192,1781.375
6256,1771.0279999999998,1344.03125
698,761.0094,2090.46875
4490,402.809,1273.03125
4279,1895.5326,2147.5625
142,2143.876,1713.21875
3263,3318.3472,3801.96875
6924,1102.5648,1146.375
3501,5145.3024,3912.78125
1856,2181.1608,1356.3125
6548,447.4176,1022.71875
3021,2721.7904,1592.125
7127,539.298,1726.25
2372,3803.0496,2853.15625
4183,355.5372,1018.28125
6137,3635.268,3888.28125
6327,344.8844,830.03125
7992,2440.8228,3032.25
5418,4729.8432,2948.28125
2465,4580.704000000001,3693.0625
991,9133.4444,5296.1875
6330,2143.876,1263.03125
3054,142.4812,391.8125
7439,2816.3340000000003,2503.8125
3890,1561.9668,4321.4375
2636,2673.8528,2789.4375
899,1725.7536,3399.90625
6010,1278.336,1659.71875
4426,1105.8938,1584.125
1399,1808.9786,1591.0
252,759.012,1080.125
7596,3735.8038,3415.9375
1839,363.5268,1020.0625
718,2358.2636,2690.46875
8235,551.2824,1078.0625
5023,2546.685,1721.8125
2962,774.9912,2247.5625
3860,639.168,973.0
2131,115.8492,-9.28125
6323,2410.196,3338.15625
6972,1944.136,3126.65625
8519,549.285,1763.9375
2535,8760.5964,4161.90625
5432,2852.2872,1715.625
7753,457.4046,422.21875
8104,1470.0864,1997.625
3658,5093.37,3042.5
7037,539.298,1516.25
3942,4725.8484,2939.3125
756,1061.951,1527.96875
1182,366.19,637.8125
3233,1388.8588,1519.125
5216,2783.0440000000003,3404.71875
3998,529.311,1738.5625
3757,8958.339,4629.40625
7465,2302.3364,2772.0625
4480,3797.7232,2664.34375
8149,202.4032,1709.875
1843,1468.089,2586.65625
230,4769.1254,4041.25
2043,1637.868,1696.125
2994,3079.9908,2760.5625
6049,923.4646,462.65625
5436,767.0016,827.0
5690,4869.6612,3376.65625
7640,697.7584,1444.75
5796,5339.0502,2804.375
8230,703.0848,798.15625
6685,515.3292,945.96875
731,1039.9796,788.1875
7093,1037.3164,832.0625
1369,1985.4156,2156.0625
4587,3159.8868,2366.5625
2943,575.2512,1185.25
695,2488.7604,3275.3125
7249,1829.6184,2116.1875
1670,255.0014,2104.5
5124,847.5634,2196.8125
4792,2444.8176,2598.59375
8094,116.515,57.6875
1120,1482.0708,1662.625
3822,1754.3829999999998,2427.875
3281,3440.8544,2808.96875
6883,150.4708,-652.125
3027,5920.2936,2442.8125
7681,575.2512,839.375
5751,490.6946,589.15625
7175,2293.681,2484.28125
1202,2233.0932,3482.75
6856,2526.7110000000002,3623.71875
3170,663.1368,1500.5
4747,3263.7516,3461.71875
3542,5512.8240000000005,3919.625
6886,8217.3036,5348.53125
113,4097.3332,3385.09375
5473,3846.9924,3342.0625
4771,3057.3536,3282.75
2759,1540.6612,1819.5
7685,942.7728,3699.4375
2936,1261.691,4097.71875
8451,3254.4304,3996.5
6516,1937.4779999999998,2700.21875
2909,905.488,938.4375
3939,1151.1682,2604.9375
1696,254.3356,2199.78125
2063,1779.0176,1731.1875
6603,958.752,1573.3125
2228,969.4048,3893.15625
3253,1231.73,2056.25
3378,1757.7120000000002,1853.8125
4064,1989.4104,3511.28125
6214,1410.8302,3236.9375
1043,7152.0236,4406.40625
1531,2043.3402,2398.40625
6065,3954.8520000000003,3099.9375
12,1589.2646,2435.5
1564,6179.9556,2911.25
6403,2106.5912,2385.28125
1568,2173.1712,2066.625
4508,508.6712,1992.875
1982,1603.2464,1932.78125
5765,4180.5582,2806.125
3519,2087.283,1797.375
2055,37.2848,-1169.5625
1867,209.727,1372.28125
6782,3020.0688,4036.875
6736,1442.7886,1961.5
1567,3095.97,3317.6875
5489,607.2096,1600.375
8217,2726.4509999999996,2584.25
2521,4234.488,2893.21875
5342,2540.6928,3131.5
5101,219.0482,1656.25
6263,2808.3444,2307.53125
4598,7150.691999999999,5231.40625
1678,1277.0044,2628.90625
7524,3295.71,2200.46875
3367,355.5372,1039.65625
4986,2306.9970000000003,1753.5625
7589,1960.1152,2019.5
1086,4420.912,3481.84375
6914,1340.2554,1987.78125
1983,2709.8059999999996,1915.09375
806,2037.348,2354.71875
4717,37.9506,-1158.375
7754,1118.5439999999999,745.5625
678,2870.9296,1884.34375
1318,2864.2716,2585.65625
6661,3111.9492,2638.75
2193,1062.6168,2867.03125
2310,2067.3089999999997,3574.625
2229,4933.5779999999995,3573.65625
6546,3139.9128,2836.65625
7652,1062.6168,906.03125
7811,4170.5712,2335.0625
3865,175.7712,903.65625
6191,3145.905,2925.0
5584,5077.3908,2622.125
5388,4965.5364,3208.1875
1484,3848.324,3168.8125
3585,1448.7808,2838.5
1520,1182.4608,2330.8125
3518,4202.5296,4188.75
5078,2796.36,3657.4375
4130,327.5736,697.4375
4265,36.619,-1244.0625
7294,1930.82,1637.75
6,343.5528,1004.65625
4641,2221.1088,1477.21875
783,3364.9532,2883.625
3099,1618.5598,2003.6875
8115,579.246,622.3125
4625,3551.3772,3958.59375
8,1076.5986,1618.125
7568,379.506,1071.78125
5588,2854.9504,2820.1875
1702,5326.4,2603.34375
2883,3113.2808,3559.875
517,372.848,356.40625
5907,647.1576,849.125
6644,50.6008,-970.0
993,2836.308,2317.03125
1136,1012.0160000000001,2296.5
3032,2458.1336,3007.09375
3780,4604.6728,4285.6875
3931,1154.4972,3123.84375
2702,347.5476,906.375
3498,6458.26,4100.4375
7329,1034.6532,1257.125
4532,479.376,762.46875
6226,5226.53,3328.1875
3456,4133.2864,4155.09375
3018,155.1314,629.15625
7216,745.696,651.125
1771,3078.6592,2899.65625
7998,109.85700000000001,15.0
4117,234.3616,61.375
4476,1797.66,1470.4375
4860,722.393,1662.28125
1700,7116.0704,5061.03125
3646,4258.4568,2610.65625
1001,703.0848,1937.8125
7539,7017.531999999999,5056.65625
5591,317.5866,776.71875
371,384.8324,1355.09375
5340,5049.4272,3351.625
826,5182.5872,2624.1875
2932,5715.2272,3194.59375
402,6911.004,3661.03125
4463,2570.6538,3134.9375
2196,459.402,426.71875
3655,1928.1568,1579.5625
2602,3006.087,2235.375
7856,6064.1064,4419.25
7851,3528.74,2297.03125
3594,1926.1594,2696.46875
1784,4138.6128,2384.3125
1160,3129.26,2243.71875
7842,386.8298,856.53125
4821,2290.3520000000003,3589.40625
6760,1470.0864,1735.0625
1196,3661.9,3081.8125
6297,2227.101,2325.1875
5266,2073.967,2450.46875
220,1995.4026,902.125
6211,539.298,723.8125
3424,1174.4712,2769.84375
8080,3002.758,2396.125
3034,1655.1788,1238.15625
4156,5238.5144,2928.4375
364,182.4292,1024.125
7038,1030.6584,3262.15625
5665,4693.89,4522.03125
6992,1406.1696,1252.84375
7881,469.389,614.15625
1281,4264.4490000000005,2012.5
5757,484.7024,414.25
6040,110.5228,-948.46875
130,7968.2944,4292.1875
302,5895.659000000001,2610.53125
5855,3554.7062,3041.375
6166,406.13800000000003,716.84375
1790,4111.9808,4076.25
3471,2153.1972,1660.71875
5807,804.2864,1283.5625
4100,5141.3076,3075.0
235,2293.0152,4744.40625
4642,1225.072,1083.0
4314,5106.686,3146.3125
1108,1606.5754,1387.375
1232,4845.0266,4028.4375
5221,3769.7596,2953.34375
7257,5536.7928,3142.625
862,2014.7108,1933.0
1361,2700.4848,3594.375
8318,316.9208,655.75
3937,1330.2684,2307.1875
8247,1577.9460000000001,1789.46875
4668,1382.2008,1976.96875
1370,5954.2494,2987.875
7715,3301.0364,2860.875
6435,3563.3616,2343.5
730,886.8456,898.75
555,1757.7120000000002,1365.53125
7883,1270.3464,1686.0
4050,6114.7072,4410.96875
1774,3787.0704,4180.84375
5161,1534.0032,1599.71875
7944,961.4152,827.59375
4592,399.48,700.15625
8126,3520.0846,3061.625
3991,980.0576,2052.0625
3368,2257.062,2050.125
5990,1547.3192,4980.8125
910,727.0536,482.0625
2293,8604.7992,3794.90625
1881,3415.554,2997.1875
5014,425.4462,556.53125
5852,3615.2940000000003,3939.59375
3631,5400.9696,3351.625
2543,1230.3984,1556.34375
1173,5404.9644,3574.5
2731,525.982,1668.96875
1027,830.9184,886.9375
5454,3094.6384,3129.0
7587,1731.7458,1669.375
2171,4958.8784,4190.0
443,2133.2232,1896.59375
2378,3205.1612,3260.0
84,3091.9752,4165.59375
3262,1544.656,1246.9375
4121,633.8416,1477.875
729,5113.344,4000.53125
7728,1944.136,1558.09375
3073,6893.0274,3681.0625
5842,1014.6792,1090.0625
5782,2117.244,2731.71875
2861,6048.793000000001,4083.28125
5153,4374.306,3857.0625
1974,4548.0798,2667.25
3358,2460.7968,1742.75
8117,1225.072,3884.9375
2728,171.7764,1612.46875
281,6088.0752,3878.15625
7177,1697.79,1567.875
1939,2277.036,1829.59375
8001,4233.1564,3891.28125
2913,982.055,2874.03125
8100,3775.086,3079.78125
4174,126.50200000000001,1045.1875
7829,5283.1230000000005,5120.0625
534,2684.5056,2362.6875
6326,940.7754,1739.9375
2048,849.5608,705.25
539,2719.7929999999997,2315.0625
4372,2696.49,2421.46875
1554,4153.9262,3910.75
1715,886.8456,431.0625
7237,1125.8678,970.78125
1551,2330.3,2633.375
3572,2407.5328,2419.875
6397,1864.24,3711.34375
8252,1823.6262,2731.5
1362,1581.9408,2008.0625
4763,4207.856,4251.90625
7024,1422.1488,2496.5
269,2516.724,2769.40625
661,7443.644,4087.9375
7259,3483.4656,2347.1875
4375,2546.685,2507.78125
5523,663.1368,1771.15625
774,1331.6,2723.375
2999,2141.2128,2828.15625
5976,447.4176,694.3125
4008,1640.5312,2333.4375
2995,5466.8838,5526.28125
2501,1904.1879999999999,3093.53125
5169,1701.7848,3036.53125
5832,192.4162,1198.90625
5915,1264.3542,2244.59375
2754,2163.85,1429.8125
8431,848.895,999.75
4172,1629.8784,2556.0625
7612,36.619,-1274.5625
2513,3119.9388,2348.3125
6845,4804.4128,3471.3125
6954,2450.144,2448.71875
2235,1992.0736,1895.46875
8254,1985.4156,2259.3125
2584,2402.2064,1709.90625
6048,2281.6966,1744.625
5255,4261.12,4827.375
322,958.752,945.34375
7272,2659.8709999999996,2529.09375
4429,3739.1328,3641.90625
5606,447.4176,775.34375
4890,1181.795,3391.875
3838,671.1264,998.0
3213,7247.233,4789.0625
5609,2406.2012,2884.0
2823,1887.543,3273.03125
7874,2732.4432,2321.5625
3482,5500.8396,4068.4375
34,2085.2856,2622.78125
5087,1071.938,1434.875
2179,1053.2956,1163.0625
3900,1444.1202,2356.96875
6556,202.4032,-135.4375
2911,173.108,562.59375
4422,1528.6768,3138.1875
4826,2165.1816,2937.4375
7839,5073.396,3925.65625
2318,168.4474,793.125
6997,312.926,591.40625
6505,1917.504,4454.96875
6957,6231.888000000001,2841.5
3251,2745.0934,2262.59375
7713,316.9208,567.6875
6751,1428.141,1520.9375
861,126.50200000000001,-860.4375
8242,605.878,1368.8125
6447,2255.7304,2749.875
2782,256.33299999999997,2242.75
1189,1605.9096,3102.59375
4671,1599.9174,1043.59375
6477,2822.992,2820.53125
811,2868.9322,2974.84375
256,259.66200000000003,866.15625
6754,1148.505,1680.21875
2530,1641.8628,1489.09375
3117,2746.425,1802.9375
4244,982.7208,1693.1875
4556,1854.9188,1855.53125
6178,1182.4608,871.75
7172,3155.8920000000003,4045.03125
2652,1438.128,2892.8125
3414,1549.3166,3416.84375
7507,2451.4756,2849.0
6560,5841.0634,3136.40625
2431,2348.9424,2811.875
5150,107.8596,-1009.875
7709,2220.4429999999998,1316.1875
260,4950.8888,3578.5625
8113,6579.4356,3837.34375
4209,175.7712,724.1875
2329,719.064,1203.625
2756,679.1160000000001,546.34375
2841,5851.0504,3199.75
4309,2694.4926,2276.59375
5160,458.0704,1740.875
2033,1505.3738,1539.125
4884,5635.3312,3860.15625
5283,1537.9979999999998,1686.40625
4033,1771.0279999999998,1760.53125
2100,2343.616,3433.0
2606,467.3916,747.6875
1487,2241.0828,3929.5
5747,4379.6324,3214.5
5567,946.7676,1784.78125
6805,882.185,934.78125
5635,3661.9,3883.84375
758,4592.0226,5263.3125
3341,299.61,-913.78125
1859,7504.2318,4488.28125
3731,515.3292,1510.4375
6695,2061.3168,1275.3125
554,4916.2672,3106.84375
6624,2626.5809999999997,2754.84375
7247,1725.7536,2304.0
601,1565.9616,3048.125
1601,6574.775,4243.09375
2550,769.6648,2218.96875
8072,4379.6324,2607.3125
3166,2090.612,3273.90625
3447,2153.1972,1664.6875
5386,191.0846,1162.59375
5329,4294.41,2233.15625
927,1569.9564,2836.21875
7547,1970.7679999999998,1748.96875
1692,1869.5664,2510.09375
5788,642.497,2147.375
5773,423.4488,1608.71875
3124,1437.4622,1361.4375
5506,3265.7490000000003,3162.4375
2829,1874.8928,1927.59375
2967,1362.2268,2208.78125
2572,4247.804,3133.21875
6825,1238.388,1367.4375
2657,4016.1056,2393.0
8389,2402.2064,1738.0625
535,2085.2856,2796.5625
3914,1545.9876,1461.375
7027,2848.2924,1511.4375
7447,2693.8268,3247.78125
5543,1065.28,1674.6875
8079,3617.9572,2654.03125
6107,555.2772,1523.4375
7100,1298.31,1589.34375
429,848.895,907.5
4255,323.5788,723.5
8205,2410.196,1912.75
7819,1174.4712,1589.125
6773,892.8378,1596.0
1328,5321.0736,3514.90625
2346,1295.6468,1508.125
1814,317.5866,-186.34375
6828,458.7362,529.875
2824,1318.2839999999999,1164.28125
6537,8789.8916,4459.71875
6962,3946.8624,2676.71875
320,5448.9072,3653.8125
2526,3954.8520000000003,2357.9375
5406,1665.8316,1527.6875
5461,218.3824,-118.3125
7190,1948.1308,1633.625
2334,3672.5528,3611.09375
8259,2336.958,1315.0625
4719,2093.9410000000003,2004.9375
1145,4889.6352,2875.3125
7035,2826.321,3039.6875
8297,1607.9070000000002,1949.5625
7145,885.5139999999999,1898.8125
6361,1547.985,3148.25
5753,1662.5026,2436.46875
2838,6024.1584,5063.4375
2811,466.06,1040.0625
3847,1657.842,1930.75
5360,4566.7222,3504.59375
2249,986.7156,1293.0
7896,1641.1970000000001,2944.375
3269,471.3864,717.28125
4798,814.9392,1584.59375
2279,2490.092,2026.71875
5790,247.0118,1969.875
5659,5375.0034,3727.53125
1922,4434.228,3356.40625
5573,69.2432,217.5625
4730,5896.3248,3948.09375
6818,6041.4692,3650.0
7696,778.3202,1715.03125
1495,4187.2162,3494.3125
1267,1884.214,2789.46875
3723,4580.704000000001,3709.84375
6429,4138.6128,3792.78125
5472,1797.66,2055.59375
745,960.7494,1280.125
4367,5201.2296,2683.4375
3690,4757.8068,4205.5
1953,731.0484,3892.53125
109,812.2760000000001,553.4375
7072,335.5632,-22.78125
4581,1245.046,1211.0625
3411,1947.465,1324.625
2118,780.3176,3091.5
3305,1618.5598,1835.4375
4632,2554.0088,2913.9375
3729,3408.8959999999997,3087.84375
2839,4711.2008,2515.9375
6322,3064.0116,2025.15625
346,1937.4779999999998,1128.625
5128,1845.5976,4161.125
1095,3383.5956,2423.625
7916,1544.656,1261.09375
4634,215.7192,1506.28125
4654,1378.2060000000001,2467.90625
1933,1989.4104,1775.75
5480,3567.3564,3049.5625
6785,862.8768,926.28125
6491,1868.2348,1292.3125
5110,4211.185,2641.8125
7537,587.2356,707.53125
1,443.4228,435.15625
1013,3139.9128,4153.125
6717,2863.6058,2786.125
620,878.8560000000001,733.78125
7530,160.4578,645.0
7604,2263.72,1335.375
4374,535.3032,2861.0625
67,1118.5439999999999,3026.0625
2815,2067.3089999999997,3597.3125
7889,377.5086,170.0625
1806,171.7764,931.28125
1632,1975.4286,1335.6875
5075,2597.2858,2614.0625
8027,4921.5936,2441.125
7885,139.81799999999998,383.15625
2266,1205.098,1955.34375
4347,525.982,2293.5
8317,1306.9654,1516.875
7552,2773.0570000000002,2625.78125
3398,141.8154,-1124.25
4431,2712.4692,3021.59375
6641,604.5464,548.40625
7660,788.3072,834.5
8120,1471.418,2495.25
898,3047.3666,2166.5625
1577,2133.2232,3758.34375
6836,111.8544,-884.875
1096,2241.0828,2011.46875
7756,2563.33,3096.46875
1473,1593.9252,1391.5
6457,1504.0422,2317.28125
401,426.11199999999997,1560.4375
2865,1629.8784,1715.375
1262,3828.35,2482.46875
6087,1482.0708,1717.8125
728,716.4008,2823.75
1377,2432.8332,2015.65625
2481,1192.4478,2129.71875
6671,708.4112,975.40625
1545,677.1186,1677.0
6408,3293.7126,3062.6875
1688,1078.596,2400.0625
4001,1315.6208,2793.5
2537,1789.6704,3518.90625
1170,2250.404,2483.46875
5460,2996.1,3837.40625
7384,2173.1712,2579.625
1336,1981.4208,1741.34375
8455,4206.5244,2513.71875
5516,3238.4512,2584.3125
88,661.8052,1573.9375
6813,1765.7016,2411.28125
4046,3675.216,3942.6875
8194,469.389,644.375
8293,850.8924,728.15625
4563,4697.8848,3821.96875
6948,386.164,-274.21875
4258,2865.6032,2791.90625
5371,1427.4752,1002.25
6857,1627.881,1828.65625
4055,2596.62,2974.1875
219,1139.1838,665.96875
7987,1222.4088,2250.84375
195,540.6296,676.875
5592,3435.528,3660.25
1640,3306.3628,1688.21875
2237,2311.6576,2317.9375
3977,3795.06,3564.34375
7769,926.7936,663.71875
3883,1779.0176,3495.625
4918,3175.866,2812.5625
8229,3466.1548,2876.8125
2213,4379.6324,3163.375
3410,4207.856,4088.90625
7637,1366.2216,885.59375
5793,3588.6620000000003,2543.5625
5213,3251.7672,2338.34375
7923,1010.6844,847.46875
7084,2277.036,1548.90625
7466,277.6386,-367.03125
6986,173.108,-578.9375
5001,1438.128,1216.75
4393,4514.124,3497.46875
7184,1669.8264,1342.1875
5176,1442.7886,2096.84375
3445,3202.498,3894.4375
3009,5695.2532,4920.34375
608,2694.4926,2302.28125
8051,2175.8344,1617.375
3181,4414.254,2252.40625
832,2251.7356,3281.5625
5850,1587.2672,1672.125
4921,4579.3724,3607.9375
5507,739.038,540.8125
405,48.6034,-1081.4375
414,829.5868,901.625
7729,2189.1504,2800.40625
2709,1018.674,642.46875
5200,2804.3496,1654.875
6244,1125.202,3284.53125
2799,3928.8858,2900.625
8465,2726.4509999999996,2867.40625
3537,542.627,-52.875
4125,1159.8236,1293.0
8356,4026.7584,4933.375
1872,2866.2690000000002,2924.1875
8188,2423.512,1959.375
8246,4673.916,2769.84375
66,4865.6664,2708.59375
7986,1593.9252,1530.1875
2234,1454.773,1267.8125
413,521.3214,2763.84375
1330,1744.396,1410.0
5064,2386.2272,1204.78125
6981,2005.3896,2658.03125
8249,3578.675,3698.5625
5585,1840.9370000000001,3857.4375
6562,6275.165,3122.46875
1351,89.883,-301.28125
241,639.168,736.71875
5054,623.1888,1396.53125
7199,1462.0968,1956.71875
6912,4005.4528,3967.4375
3673,2460.7968,2721.75
8457,1516.6924,1424.5
7189,1211.756,611.75
1791,492.69199999999995,-313.375
5689,3910.9092,2823.0
2011,373.5138,549.28125
2137,2163.85,1474.28125
3081,1239.7196,2878.09375
7563,1098.57,1153.5
7146,1374.2112,1853.71875
3957,1414.825,1368.9375
939,4940.236,2822.03125
3473,772.328,1518.0625
2027,1657.842,1832.5625
6018,1438.128,1384.8125
5776,2516.724,1955.28125
4928,1500.7132,1753.3125
4250,1358.2320000000002,1564.75
6692,4813.734,2697.84375
3517,1071.938,764.71875
8237,175.1054,954.0625
381,1318.2839999999999,2083.78125
3294,1794.3310000000001,2627.90625
8476,1280.9992,1763.875
7807,65.2484,-760.53125
3638,4595.3516,3186.5
4761,2817.6656,1635.28125
1391,829.5868,1629.53125
5194,3946.8624,4049.8125
6315,705.748,580.40625
223,3552.7088,1975.5
2611,592.562,1054.15625
7144,5944.2624,4413.4375
1662,1142.5128,1612.0625
5058,4504.8028,5721.125
3453,2561.9984,3182.03125
7991,2833.6448,1405.90625
3131,1577.9460000000001,1667.34375
5452,2189.1504,1476.71875
8097,1235.7248,1246.8125
7806,1539.9954,2772.0
7699,1188.453,1067.75
3357,2157.192,1831.375
3712,423.4488,1654.53125
361,2756.4120000000003,2017.9375
1778,4516.7872,2246.28125
3184,3280.3966,4174.4375
5032,1550.6482,1450.3125
6127,1225.072,1990.03125
5243,850.8924,778.9375
2868,527.9794,397.25
7169,810.9444,964.625
8040,2985.4472,3937.375
2259,1816.3024,2710.75
977,1506.0396,3932.625
7818,499.35,2116.375
6259,2397.5458,2939.90625
2278,3169.208,3611.3125
5244,5355.0294,3988.1875
349,2554.0088,2569.21875
3558,3739.1328,2345.9375
5853,165.7842,769.4375
8145,3292.381,2702.5
3019,1185.124,1085.78125
621,1332.9316,1912.8125
7816,7510.224,4412.84375
216,260.9936,373.84375
1106,708.4112,869.8125
3750,761.0094,1995.28125
2949,2143.2102,2464.53125
1327,3663.2316,2832.6875
6945,5238.5144,4426.3125
2459,2563.33,2999.6875
6133,2731.1116,3196.1875
7725,854.8872,2201.15625
867,1280.9992,2715.90625
1586,2696.49,2879.53125
4687,2463.46,3838.5
3873,2028.6926,2921.28125
4357,2693.8268,2613.0625
4894,830.9184,1305.5625
1979,1631.8758,1165.5
1245,2552.6772,2113.5625
7000,651.1524,1545.125
2001,3878.285,2468.96875
465,2048.6666,1858.15625
5256,1992.7394,2228.6875
4024,635.1732,765.0625
7243,1205.098,1948.46875
4400,1342.2528,1855.46875
7065,2749.7540000000004,3157.53125
1171,5704.5744,4105.625
8337,193.7478,1177.65625
3509,2460.7968,3333.03125
8475,378.1744,1672.5625
7714,2985.4472,2498.6875
3369,1198.44,846.625
5215,980.0576,1007.5625
7297,4537.427,3943.375
1840,1037.3164,819.53125
5049,502.0132,974.09375
2902,2566.659,2673.1875
4477,517.9924,2203.53125
803,3235.788,4241.5
3010,4762.4674,3311.625
6774,564.5984,366.53125
1669,6201.927,3657.71875
3828,1086.5856,1472.1875
6145,264.3226,2423.4375
415,1571.2879999999998,2484.375
7183,2116.5782,3245.84375
1593,4514.124,3564.25
2215,600.5516,881.25
3476,2956.152,3109.0
348,3142.5759999999996,3123.875
6478,1216.4166,734.21875
5515,2024.0320000000002,1835.03125
7258,2358.2636,2668.96875
5151,768.9989999999999,2152.8125
4892,2828.3184,2545.5
4318,1625.8836,1959.53125
5093,191.0846,1055.09375
4996,914.8092,2310.96875
7030,249.0092,74.03125
6142,2579.975,1351.34375
6147,2599.2832,2612.34375
1338,3374.2744,3490.03125
6072,190.4188,-243.46875
4784,2061.3168,4072.3125
925,4102.6596,2803.3125
7105,975.3969999999999,1248.0
4424,3171.8712,4113.9375
7076,8245.2672,3717.8125
5931,1312.9576,669.53125
1465,4074.696,2717.9375
4955,83.8908,-1160.375
1371,1867.569,1485.0
7143,280.9676,450.46875
8301,5806.4418,4778.65625
6933,970.7364,2174.53125
682,3185.853,3399.625
3700,3795.06,3117.9375
3680,1007.3554,978.28125
3775,5451.5704,3679.75
5812,7317.142,4723.4375
4184,1001.3632,2145.84375
5234,1504.7079999999999,1190.375
596,487.3656,1641.78125
3188,834.9132,1499.15625
6852,2093.9410000000003,2000.875
3151,2940.1728,2916.84375
7121,209.0612,-195.65625
5786,3342.316,2499.15625
3981,585.904,820.71875
3059,1310.2944,1305.125
5835,732.38,519.5
30,163.7868,-923.84375
5425,5329.0632,4447.1875
6831,254.3356,160.71875
6201,3025.3952,3313.78125
7124,2036.6822,3187.875
3936,1133.8574,1456.75
2039,159.792,851.1875
4310,196.41099999999997,1317.25
871,1150.5024,810.90625
1392,1358.2320000000002,1259.9375
1864,1617.894,1606.1875
3318,2797.6916,2149.375
5469,3815.034,4051.4375
1042,3611.2992,2074.96875
1116,1018.674,2688.96875
2211,1323.6104,3040.0
7614,1619.2256,1468.0625
2404,3078.6592,2977.3125
6075,882.8508,2374.8125
6463,1258.362,2960.21875
828,58.5904,-932.65625
7649,834.9132,708.75
3028,147.8076,-560.1875
4615,1826.2894,2241.65625
4780,585.2382,1267.71875
8500,1907.517,2022.90625
1965,1162.4868,692.84375
531,370.1848,1085.75
7831,2406.2012,3007.65625
6615,2109.2544,2745.09375
3580,1402.1748,3826.03125
5260,2900.2248,2561.125
2690,1070.6064,809.59375
3376,2684.5056,3050.1875
951,2892.2352,1895.59375
570,639.168,1441.375
7800,335.5632,809.84375
1736,2396.88,1968.125
5383,5797.7864,3378.75
1041,3542.0559999999996,3060.5
7624,1772.3596,2535.875
3149,1278.336,1714.21875
3539,1238.388,1902.4375
4992,1177.1344,2022.375
6161,1607.9070000000002,1390.75
7583,1867.569,1810.53125
114,3151.8972,2858.65625
1625,2267.049,2041.53125
872,2641.8944,2617.1875
5794,2636.5679999999998,4579.1875
666,607.2096,1310.9375
4899,5727.2116,4069.125
7269,3325.671,2000.125
5752,8479.6288,4137.25
6740,1342.2528,1082.84375
4103,1505.3738,1108.71875
6238,197.0768,1110.84375
4145,2087.9488,4078.3125
8214,4857.6768,3865.3125
238,2074.6328,3197.5
1524,4629.9732,3538.34375
5205,3630.6074,2697.3125
2165,2409.5302,3158.46875
2553,1411.496,2183.375
4214,3020.7346,3714.71875
4659,2586.633,2635.3125
1828,2909.546,2510.78125
2686,2011.3818,1489.5
5331,739.038,778.28125
2761,3020.0688,2437.71875
6718,2649.884,2247.4375
6270,959.4178,1175.3125
7553,1177.1344,1543.53125
3343,1470.0864,1632.5625
17,718.3982,938.3125
3171,251.6724,-1179.21875
8160,1661.8368,2608.9375
6973,2332.9632,2960.34375
4442,2189.1504,1349.1875
2374,1384.1982,2410.375
7996,379.506,148.0
2368,5206.556,4038.40625
965,5469.547,4222.25
7893,2556.672,1666.4375
172,1360.2294,2412.3125
1428,5366.348000000001,3328.375
2940,508.6712,2199.25
2433,1374.2112,2424.9375
483,520.6556,2207.6875
5687,2773.0570000000002,2564.3125
520,303.6048,684.875
36,2797.6916,3568.90625
6294,1162.4868,1022.78125
3338,1662.5026,2481.625
5048,524.6504,4267.75
6542,263.6568,2118.90625
5791,2524.0478,2532.125
6058,1715.1008,1263.84375
2075,749.025,1347.09375
5625,3621.952,3055.25
2552,1869.5664,2534.4375
1155,1821.6288,1534.90625
4817,419.454,2195.53125
3994,2972.797,3897.65625
1045,2187.153,2431.3125
2773,1494.0552,1485.75
3672,3595.32,3142.5625
6426,131.8284,777.84375
1083,782.9808,1528.0
6800,932.12,1578.9375
8041,326.242,719.4375
8133,431.4384,1377.5625
6450,1098.57,1736.78125
1302,3008.0844,2631.875
4783,2548.6824,1959.78125
4979,1569.9564,1489.1875
2058,930.1226,1385.1875
8507,515.995,1647.28125
376,5715.2272,3093.96875
6144,986.7156,2829.78125
873,1547.985,1729.4375
6411,2960.1468,4186.25
7793,516.6608,2195.375
7529,5509.495,3463.25
2284,934.7832,1274.9375
8452,3791.0652,2359.09375
7967,7266.5412,3346.875
4133,1406.1696,3735.03125
5974,229.701,-707.0625
2148,2580.6408,2277.21875
607,1665.8316,1461.53125
8394,309.597,1688.4375
4132,3169.208,2480.90625
6683,2283.0282,3938.46875
1732,3779.0808,2776.03125
7536,4915.6014,4870.25
2161,4350.3372,3639.21875
4782,306.268,2423.75
8385,2678.5134,1414.625
7752,9678.0688,4712.65625
1037,3661.9,2305.71875
3667,7350.432,5051.96875
7799,3197.1716,3685.40625
825,1267.0174,1794.15625
856,2356.9320000000002,3153.3125
4392,111.8544,-888.0625
2525,599.22,896.53125
6994,4976.855,4844.3125
5998,4893.63,3030.65625
7469,2302.3364,2619.75
5722,4157.2552,3791.6875
1427,1347.5792,1109.03125
1668,1426.1436,1066.40625
449,2486.763,2351.75
2726,2556.672,2268.03125
5291,3962.8416,2273.28125
918,198.4084,-325.9375
3132,1966.7732,2339.1875
452,199.74,563.875
5119,1752.3856,2146.71875
7670,1278.336,1307.96875
7610,455.4072,73.03125
5789,553.9456,655.21875
450,1139.8496,2168.5625
7954,1384.1982,946.90625
8512,2479.4392,2818.0625
4623,1038.6480000000001,2980.46875
4786,3331.6632,2995.625
6062,422.1172,1514.6875
2696,2656.542,1450.625
8021,2380.235,2723.90625
2126,2931.5174,2692.3125
282,2125.2336,3030.8125
5463,6723.2484,4007.90625
